"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","TIME","Value",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2011","40.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2012","39.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2013","36.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2014","36.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2015","35.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2016","34.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2017","35.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","268","GEO","Georgia","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2006","20.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2007","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2008","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2010","19.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2012","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2014","18.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2015","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2016","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","276","DEU","Germany","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2006","23.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2007","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2008","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2010","17.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2012","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2014","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2015","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2016","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","300","GRC","Greece","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2006","16.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2007","18.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2008","18.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2009","18.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2010","19.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2011","19.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2012","22.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2013","20.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2014","17.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2015","17.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2016","17.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","348","HUN","Hungary","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2005","30.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2006","30.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2007","30.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2008","28.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2009","23.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2010","22.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2011","23.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2012","22.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2013","22.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2014","21.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2015","21.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2016","21.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2017","19.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","352","ISL","Iceland","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2006","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2007","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2008","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2010","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2011","24.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2012","24.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2013","25.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2014","26.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2015","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2016","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","372","IRL","Ireland","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2005","36.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2006","36.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2007","35.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2008","36.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2009","34.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2010","34.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2011","33.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2012","32.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2013","31.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2014","33.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2015","32.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2016","34.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2017","31.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","376","ISR","Israel","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2006","26.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2007","27.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2008","24.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2009","25.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2010","14.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2012","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2014","17.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2015","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2016","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","380","ITA","Italy","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2005","38.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2006","37.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2007","34.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2008","36.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2009","33.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2010","34.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2011","32.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2012","30.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2013","32.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2014","33.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2015","34.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2016","31.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2017","32.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","398","KAZ","Kazakhstan","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2005","37.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2006","34.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2007","32.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2008","32.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2009","36.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2010","36.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2011","21.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2012","25.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2013","26.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2014","28.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2015","24.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2016","24.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2017","27.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","417","KGZ","Kyrgyzstan","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2005","18.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2006","17.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2007","16.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2008","15.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2009","16.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2010","18.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2011","16.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2012","16.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2013","16.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2014","17.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2015","16.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2016","17.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2017","15.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","428","LVA","Latvia","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2005","20.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2006","20.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2007","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2008","19.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2010","17.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2012","17.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2014","16.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2015","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2016","15.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","438","LIE","Liechtenstein","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2005","17.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2006","17.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2007","20.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2008","19.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2009","12.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2010","14.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2011","13.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2012","13.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2013","14.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2014","15.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2015","15.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2016","15.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2017","15.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","440","LTU","Lithuania","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2005","19.2",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2006","18.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2007","17.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2008","17.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2010","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2012","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2014","7.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2015","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2016","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2017","7.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","442","LUX","Luxembourg","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2006","14.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2007","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2008","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2010","15.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2012","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2014","18.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2015","24.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2016","23.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2017","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","470","MLT","Malta","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2005","41.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2006","44.5",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2007","43.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2008","43.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2009","42.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2010","42.6",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2011","42.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2012","41.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2013","41.0",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2014","40.4",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2015","39.9",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2016","39.1",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2017","38.3",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","528","NLD","Netherlands","2018","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2005","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2006","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2007","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2008","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2009","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2010","6.7",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2011","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2012","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2013","..",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2014","8.8",
"21","Gender pay gap in monthly earning, %","Gender pay gap in monthly earning","Percent","807","MKD","North Macedonia","2015","..",
